,x,y,name,area,url,summary,index
1139,0.036,0.0441,SNOWMASS21-IF8_IF0-NF5_NF10-CF1_CF0-CompF5_CompF7_Matthew_Szydagis-104,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF0-NF5_NF10-CF1_CF0-CompF5_CompF7_Matthew_Szydagis-104.pdf,"NEST, The Noble Element Simulation Technique: A Multi-Disciplinary Monte Carlo Tool and Framework for Noble Elements V. Velan,1 , ∗ J. Aalbers,2 F. Agostini,3 D.S. Akerib,4 D.Yu. Akimov,5, 6 C. Amarasinghe,7 A. Ames,8 S.J. Andaloro,9 , † T.J. Anderson,8 N. Angelides,10 H.M. Araújo,11 B. Behera,12 V.A. Belov,5, 6 A. Biekert,1 T.P. Biesiadzinski,8 H. Birch,7 I.M. Bloch,13 G. Block,14 G.M. Blockinger,15 A.I. Bolozdynya,5 B. Boxer,16 P.A. Breur,8 J.P. Brodsky,17 E. Brown,14 S. Burdin,18 M. Buuck,8 M.C. Carmona-Benitez,19 M. Clark,20 A. Cottle,21 G. Cox,19 C.E. Dahl,22, 23 A. Depoian,20 L. de Viveiros,19 C. Galbiati,24 P. Di Gangi,3 J. Genovesi,25 J.E.Y. Dobson,10 S.R.",1139
1140,-0.0049,-0.0084,SNOWMASS21-IF8_IF0-UF3_UF0_Brian_Mong-144,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF0-UF3_UF0_Brian_Mong-144.pdf,"Using Metal Organic Frameworks for Krypton and Radon Removal in Low-Background Xenon Detectors Eric H. Miller1,* , Brian Mong1,+ , Chamindu Amarasinghe2 , Maris Arthurs2 , Dongqing Huang2 , Wolfgang Lorenzon2 , Andrea Pocar3 , and Richard Schnee4 1 SLAC National Accelerator Laboratory, Menlo Park, CA 94025, USA 2 University of Michigan, Randall Laboratory of Physics, Ann Arbor, MI 48109, USA 3 University of Massachusetts, Amherst, MA 01003, USA 4 South Dakota School of Mines and Technology, Rapid City, SD 57701, USA * emiller@slac.stanford.edu + bung@slac.stanford.edu August 31, 2020 Abstract Here we express an interest to explore metal-organic-frameworks (MOF) as",1140
1141,0.1108,0.005,SNOWMASS21-IF8_IF0_Eric_Dahl-135,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF0_Eric_Dahl-135.pdf,"1 Snowmass2021 - Letter of Interest Enabling the next generation of bubble-chamber experiments for dark matter and neutrino physics IF Topical Groups: (check all that apply /)  (IF1) Quantum Sensors  (IF2) Photon Detectors  (IF3) Solid State Detectors and Tracking  (IF4) Trigger and DAQ  (IF5) Micro Pattern Gas Detectors (MPGDs)  (IF6) Calorimetry  (IF7) Electronics/ASICs  (IF8) Noble Elements  (IF9) Cross Cutting and Systems Integration  (Other) [Please specify frontier/topical group] Contact Information: (authors listed after the text) Submitter: Eric Dahl (Northwestern University and Fermilab) [cdahl@northwestern.edu] Collaborations: PICO (PICASSO-COUPP), SBC (Scintillating Bubble Chamber) Related",1141
1142,0.125,0.076,SNOWMASS21-IF8_IF0_Shawn_Westerdale_and_Michael_Clark-133,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF0_Shawn_Westerdale_and_Michael_Clark-133.pdf,"1 Snowmass2021 - Letter of Interest R&D for low-threshold noble liquid detectors Thematic Areas: (check all that apply /)  IF1: Quantum Sensors  IF2: Photon Detectors  IF3: Solid State Detectors and Tracking  IF4: Trigger and DAQ  IF5: Micro Pattern Gas Detectors (MPGDs)  IF6: Calorimetry  IF7: Electronics/ASICs  IF8: Noble Elements  IF9: Cross Cutting and Systems Integration  (Other) [Please specify frontier/topical group] Contact Information: Name (Institution) [email]: Shawn Westerdale (INFN Cagliari, Princeton University) [shawest@princeton.edu] Michael Clark (Purdue University) [clark632@purdue.edu] Abstract: Noble liquid detectors using liquid argon and xenon have demonstrated significant potential to",1142
1143,0.081,0.0376,SNOWMASS21-IF8_IF1_C._J._Martoff-092,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF1_C._J._Martoff-092.pdf,0 Snowmass2021 - Letter of Interest Instrumentation and R&D for the Global Argon Dark Matter Collaboration Thematic Areas: (check all that apply /)  IF1: Quantum Sensors  IF2: Photon Detectors  IF3: Solid State Detectors and Tracking  IF4: Trigger and DAQ  IF5: Micro Pattern Gas Detectors (MPGDs)  IF6: Calorimetry  IF7: Electronics/ASICs  IF8: Noble Elements  IF9: Cross Cutting and Systems Integration  (Other) [Please specify frontier/topical group] Contact Information: Name (Institution) [email]: Jeff Martoff (Temple University) [martoff@temple.edu] Collaboration: The Global Argon Dark Matter Collaboration Abstract: Great interest attaches to the possibility of dark matter,1143
1144,0.1049,0.1142,SNOWMASS21-IF8_IF2_Andrzej_Szelc-145,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF2_Andrzej_Szelc-145.pdf,"Wavelength-shifting Reflector Foils in Liquid Argon Neutrino Detectors A. M. Szelc1 , V. Basque1 , D. Garcia-Gamez2 , E. Segreto3 , B. Littlejohn 4 , R. Dorrill 4 , W. Foreman4 , F. Cavanna 5 , and M. Kuźniak 6 1 The University of Manchester, Manchester M13 9PL, United Kingdom 2 Universidad de Granada, E-18071, Granada, Spain 3 Universidade Estadual de Campinas, Campinas, SP 13083-970, Brazil 4 Illinois Institute of Technology (IIT), Chicago, IL 60616, USA 5 Fermi National Accelerator Laboratory (FNAL), Batavia, IL 60510, USA 6 AstroCeNT, Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences, Rektorska 4,",1144
1145,0.0198,0.031,SNOWMASS21-IF8_IF2_RGuenette-084,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF2_RGuenette-084.pdf,"Cost-effective solution for increased light collection in noble-element detectors with metalenses Roxanne Guenette∗a , Justo Martín-Albob , Vinvent Basquee , Carlos Escobard , Juan Jose Gomez Cadenasc , Adam Parad , and Michelle Stancarid a Harvard University, Cambridge, MA, USA b Instituto de Física Corpuscular (IFIC), Universitat de València & CSIC, Valencia, Spain c Donostia International Physics Center (DIPC), Spain d Fermi National Accelerator The University of Manchester, Manchester M13 9PL, United Kingdom 31 August 2020 Introduction Scintillation light offers great handles to study particle interactions in noble-element de- tectors. From the detection of the fast component (∼ns time scale)",1145
1146,0.0552,0.0674,SNOWMASS21-IF8_IF5-NF10_NF0_Ben_Jones-070,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF5-NF10_NF0_Ben_Jones-070.pdf,"Scintillating and Quenched Gas Mixtures for HPGTPCs Ben Jones (U. Texas, Arlington)∗, Diego Gonzalez Diaz (Univ Santiago, Spain) August 30, 2020 Snowmass LOI submitted to the attention of Working Groups: NF10: Neutrino Detectors; IF8: Noble Elements; IF5: MPGDs 1 Motivation for Scintillating TPCs High pressure (10-15 bar) gaseous time projection chambers (TPCs) are a technology of increasing relevance to the field of neutrino physics and rare event searches. Two contemporary examples are the gaseous “ND-GAr” detector [1] that forms part of the near detector complex of the Deep Underground Neutrino Experiment (DUNE) [2], with the goal of constraining systematic uncertainties",1146
1147,-0.0029,0.0508,SNOWMASS21-IF8_IF9-042,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF9-042.pdf,"Snowmass2021 - Letter of Interest Investigations of Fundamental Parameters of Liquid Argon for Particle Detection Thematic Areas:  (IF8) Noble Elements  (IF9) Cross Cutting and Systems Integration Authors: Carl Bromberga , Milind Diwanb , Vittorio Paolonec , Yichen Lib , Xin Qianb , James Stewartb , Craig Thornb , Aiwu Zhangd , Chao Zhangb a Department of Physics and Astronomy, Michigan State University, East Lansing, MI, USA b Brookhaven National Laboratory, Upton, NY 11973,USA c Department of Physics and Astronomy, University of Pittsburgh, Pittsburgh, PA, USA d Department of Physics and Astronomy, Stony Brook University, Stony Brook, NY, USA",1147
1148,0.0223,0.1257,SNOWMASS21-IF8_IF9-153,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF9-153.pdf,"Snowmass 2021 Letter of Interest: Instrumentation Frontier Magnetizing the Liquid Argon TPC Brookhaven National Laboratory, United States M. Diwan, X. Qian, C. Zhang, J. Steward Brookhaven National Laboratory – Superconducting Magnet Division, United States A. Ben Yahia, R. Gupta, P. Joshi Fermilab, United States R. Acciarri, M. Betancourt, F. Cavanna, M. Del Tutto, A. Fava, M. Geynisman, B. Howard, C. Montanari, O. Palamara, A. Schukraft, T. Strauss SLAC National Accelerator Laboratory, United States F. G. Garcia Contact Information: Claudio Silverio Montanari (Fermilab National Laboratory) [cmontana@fnal.gov] Abstract: After the successful operation of the Icarus T600 detector, the Liquid Argon Time Projection",1148
1149,0.0696,0.1068,SNOWMASS21-IF8_IF9_Giovanetti-163,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF9_Giovanetti-163.pdf,"Snowmass2021 - Letter of Interest Applications for Underground Argon Thematic Areas: (check all that apply /)  IF1: Quantum Sensors  IF2: Photon Detectors  IF3: Solid State Detectors and Tracking  IF4: Trigger and DAQ  IF5: Micro Pattern Gas Detectors (MPGDs)  IF6: Calorimetry  IF7: Electronics/ASICs  IF8: Noble Elements  IF9: Cross Cutting and Systems Integration  (Other) [Please specify frontier/topical group] Contact Information: Name (Institution) [email]: Graham Giovanetti (Williams College) [gkg1@williams.edu] Abstract: The Global Argon Dark Matter Collaboration (GADMC) is developing facilities for the extraction and purification of underground argon (UAr), which is depleted in",1149
1150,0.0661,0.0692,SNOWMASS21-IF8_IF9_Westerdale-141,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF8_IF9_Westerdale-141.pdf,"Snowmass2021 - Letter of Interest Instrumentation and R&D for the Global Argon Dark Matter Collaboration Thematic Areas: (check all that apply /)  IF1: Quantum Sensors  IF2: Photon Detectors  IF3: Solid State Detectors and Tracking  IF4: Trigger and DAQ  IF5: Micro Pattern Gas Detectors (MPGDs)  IF6: Calorimetry  IF7: Electronics/ASICs  IF8: Noble Elements  IF9: Cross Cutting and Systems Integration  (Other) [Please specify frontier/topical group] Contact Information: Name (Institution) [email]: Shawn Westerdale (INFN Cagliari, Princeton) [shawest@princeton.edu] Collaboration: The Global Argon Dark Matter Collaboration Abstract: The Global Argon Dark Matter Collaboration (GADMC) is planning",1150
1151,-0.103,-0.0204,SNOWMASS21-IF9_IF0-AF0_AF0_Evan_Niner-054,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF9_IF0-AF0_AF0_Evan_Niner-054.pdf,"New Test Beam Facility at Fermilab Corresponding author: edniner@fnal.gov Mandy Kiburg​1​, Thomas Kobilarcik​1​ , Petra Merkel​1​, Evan Niner​1 1​ Fermi National Accelerator Laboratory, Batavia, IL 60510, USA Introduction The Fermilab Test Beam Facility (FTBF)​1​ has been operating since 2005 serving more than 200 users and 20 experiments per year covering a broad range of physics. FTBF contains two beamlines and a variety of experimental spaces. The beamlines deliver 120 GeV primary protons and secondary/tertiary particles down to a few hundred MeV that are extracted from the Main Injector down the Switchyard beamline. The FTBF program provides an essential service to",1151
1152,-0.1024,-0.0301,SNOWMASS21-IF9_IF0-AF0_AF0_Petra_Merkel-041,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF9_IF0-AF0_AF0_Petra_Merkel-041.pdf,"High Intensity Proton Irradiation Facility Corresponding author: petra@fnal.gov Maral Alyari , Artur Apresyan1, Doug Berry1, Zoltan Gecse1, Mandy Kiburg1, Thomas Kobilarcik1, 1 Ron Lipton1, Petra Merkel1, Evan Niner1, Eduard Pozdeyev1 1 Fermi National Accelerator Laboratory, Batavia, IL 60510, USA Introduction Fermilab plans to upgrade its accelerator infrastructure to deliver 2.4 MW 120 GeV proton beam for DUNE. The Booster Replacement (BR) will replace the current 8 GeV booster with a new accelerating facility (see LOI by contact author Jeffrey Eldred, Fermilab). Technology options for this upgrade include an extension of the PIP2 superconducting Linac, a rapid cycling synchrotron (RCS) as",1152
1153,-0.069,-0.0336,SNOWMASS21-IF9_IF0-AF5_AF0_Natalia_Toro-045,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF9_IF0-AF5_AF0_Natalia_Toro-045.pdf,"Snowmass Letter of Interest — Topical Groups: IF9, AF5 Linac to End Station A (LESA) as an Electron Test Beam Tony Beukers1 , Bertrand Echenard2 , Maurice Garcia-Sciveres3 , Carsten Hast1 , David G. Hitlin2 , Timon Heim3 , Jeremiah Mans4 , Thomas Markiewicz1 , Timothy K. Nelson1,+ , Yuri Nosochkov1 , James Oyang2 , Nan Phinney1 , Tor Raubenheimer1,* , Philip Schuster1 , Bruce Schumm5 , Natalia Toro1 , and Gary Varner6 3 Lawrence Berkeley National Laboratory, Berkeley, U.S. 2 California Institute of Technology, Pasadena, CA 91125, USA 4 University of Minnesota, Minneapolis, MN 55455, USA 1 SLAC National",1153
1154,-0.0773,-0.0733,SNOWMASS21-IF9_IF0_Dan_Pulver-022,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF9_IF0_Dan_Pulver-022.pdf,"Lincoln Microelectronics Foundry Letter of Interest, SnowMass 2021 Dan Pulver, Lincoln Laboratory High capability integrated circuit access is a challenge for academic and scientific communities. Commercial facilities aren’t rewarded for small volumes or process customization; non-commercial facilities will customize processes but seldom have process controls and systems to support high layer counts or substantial circuit and detector integration. Lincoln Microelectronics Foundry has a commercial-class 200mm silicon fab providing custom integrated circuits for national security and science. We operate 3-shifts, five 24-hour days per week with ISO-9001 certification and DoD Trusted Foundry certification since 2015. With well over 100 tools and",1154
1155,-0.0337,0.0172,SNOWMASS21-IF9_IF2_Silvia_Dalla_Torre-009,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF9_IF2_Silvia_Dalla_Torre-009.pdf,"August 2020 THE QUEST OF PROGRESS IN THE FIELD OF CHERENKOV IMAGING DETECTORS S. Dalla Torre (INFN-Trieste, Italy) and T.K. Hemmick (Stonybrook University, USA) Detectors utilizing Cherenkov imaging techniques, one of the premier approaches for Particle IDentification (PID), are an absolute necessity in future particle and nuclear physics experiments. A shining example is flavour physics and hadron physics, as demonstrated by these few examples among a many: LHCb [1] at CERN LHC, BELLE2 [2] at SuperKEKB at KEK, COMPASS [3] at CERN SPS and CLAS12 [4] at JLab CEBAF12. A wide and lively community is dedicated to these detectors, including",1155
1156,-0.1854,0.0475,SNOWMASS21-IF9_IF3-EF9_EF0-AF4_AF1-143,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF9_IF3-EF9_EF0-AF4_AF1-143.pdf,"Muon Collider experiment: requirements for new detector R&D and reconstruction tools for the forming International Muon Collider Collaboration Abstract The update of the European Particle Physics Strategy [1] recommended to pursue the design of a feasible multi-TeV Muon Collider facility. While the machine has been studied in details at a centre of mass energy of 1.5 TeV by the MAP collaboration [2] with an extension to 𝑠 = 3 and 6 TeV, the energy range above 10 TeV is uncharted territory, offering an enormous potential for discoveries and precision measurements [3]. The optimization of the Machine Detector Interface (MDI) is",1156
1157,0.0984,0.0913,SNOWMASS21-IF9_IF8-NF3_NF10-CF1_CF0-145,IF,http://faculty.washington.edu/gwatts/snowmass-loi/IF/SNOWMASS21-IF9_IF8-NF3_NF10-CF1_CF0-145.pdf,"Snowmass2021 - Letter of Interest Dual-Readout Time Projection Chamber: exploring sub-millimeter pitch for directional dark matter and tau identification in ν​τCC ​ interactions. Topical Group(s): ☑ (NF3) Beyond the Standard Model ☑ (NF10) Neutrino detectors ☑ (CF1) Dark Matter: Particle-like ☑ (IF07) Electronics/ASICs ☑ (IF08) Noble Elements ☑ (IF09) Cross Cutting and Systems Integration Contact Information: Elena Gramellini, (Fermi National Accelerator Laboratory), elenag@fnal.gov Authors: Jonathan Asaadi (University of Texas at Arlington), jonathan.asaadi@uta.edu Elena Gramellini, (Fermi National Accelerator Laboratory), elenag@fnal.gov Ben Jones (University of Texas at Arlington), ben.jones@uta.edu Kevin Kelly, (Fermi National Accelerator Laboratory), ​kkelly12@fnal.gov Pedro Machado, (Fermi National Accelerator Laboratory),",1157
1158,0.2083,0.3032,SNOWMASS21-NF-TOPIC0-001,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF-TOPIC0-001.pdf,"COherent Neutrino-Nucleus Interaction Experiment (CONNIE): Status and Plans CONNIE Collaboration Alexis Aguilar-Arevalo,a Xavier Bertou,b Carla Bonifazi,c Gustavo Cancelo,d Brenda Aurea Cervantes-Vergaraa Claudio Chavez,e Juan C. D’Olivo,a Juan M. De Egea,e João C. dos Anjos,f Juan Estrada,d Aldo R. Fernandes Neto,g Guillermo Fernandez-Moroni,d,h Ana Foguel,c Richard Ford,d Julián Gasanego,i Victor Gollo,c Federico Izraelevitch,i Ben Kilminster,j H. P. Lima Jr,f Martín Makler,f Larissa Helena Mendes,c Jorge Molina,e Philipe Mota,f Irina Nasteva,c Eduardo Paolini,h Youssef Sarkis,a Miguel Sofo Haro,b Diego Stalder,e Javier Tiffenberg,d and Christian Torres.e a Universidad Nacional Autónoma de México, Ciudad de México, México b Centro Atómico Bariloche and Instituto Balseiro,",1158
1159,0.3167,0.2901,SNOWMASS21-NF0-002,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0-002.pdf,"Coherent Elastic Neutrino-Nucleus Scattering: Theoretical and experimental impact D. Aristizabal Sierra,1, 2 C. Augier,3 A.B. Balantekin,4 P. S. Barbeau,5, 6 V. A. Bednyakov,7 I. A. Bernardi,8 J. Billard,3 C. Bonifazi,9 N. S. Bowden,10 M. Cadeddu,11 D. Chernyak,12 P. Coloma,13 J. Daughhetee,8 André de Gouvêa,14 M. De Jésus,3 J. B. Dent,15 P.B. Denton,16 K. Ding,12 V. De Romeri,17 F. Dordei,11 B. Dutta,18 Yu. Efremenko,8 J. Estrada,19 Y. Farzan,20 A. Fava,19 M. Febbraro,21 G. Fernandez Moroni,19 E. Figueroa-Feliciano,22 J. A. Formaggio,23 A. Galindo-Uribarri,24 F. Gao,25 E. A. Garcés,26 J. Gascon,3 J. Gehrlein,16 C. Giunti,27 M.P. Green,28, 24, 6 W. Haxton,29, 30 M.R.",1159
1160,0.1315,0.3181,SNOWMASS21-NF0_NF0-087,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0-087.pdf,"Fermilab report number FERMILAB-FN-1110-ND Snowmass2021 Letter of Interest: Expected Final Sensitivity of the NOvA Experiment to 3-Flavor Neutrino Oscillations Michael Baird1 , Ryan Nichol2 , Louise Suter3 , and Jeremy Wolcott4 1 University of Virginia 2 University College London 3 Fermi National Accelerator Laboratory 4 Tufts University For the NOvA Collaboration Contact Information: Jeremy Wolcott (Tufts University), jwolcott@fnal.gov NF Topical Groups:  (NF1) Neutrino oscillations  (NF2) Sterile neutrinos  (NF3) Beyond the Standard Model  (NF4) Neutrinos from natural sources  (NF5) Neutrino properties  (NF6) Neutrino cross sections  (NF7) Applications  (TF11) Theory of neutrino physics ",1160
1161,0.1356,0.2679,SNOWMASS21-NF0_NF0-CF0_CF0-TF0_TF0-AF0_AF0-UF0_UF0_Nigel_Smith-037,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0-CF0_CF0-TF0_TF0-AF0_AF0-UF0_UF0_Nigel_Smith-037.pdf,Snowmass2021 LoI: IUPAP Neutrino Panel Report Neutrino Frontier Topical Groups:  (NF1) Neutrino oscillations  (NF2) Sterile neutrinos  (NF3) Beyond the Standard Model  (NF4) Neutrinos from natural sources  (NF5) Neutrino properties  (NF6) Neutrino cross sections  (NF7) Applications  (NF9) Artificial neutrino sources  (NF10) Neutrino detectors Cosmic Frontier Topical Groups:  (CF7) Cosmic Probes of Fundamental Physics Theory Frontier Topical Groups:  (TF09) Astro-particle physics & cosmology  (TF11) Theory of neutrino physics Accelerator Frontier Topical Groups:  (AF02) Accelerators for Neutrinos Underground Facilities Topical Groups:  (UF1) Underground Facilities for Neutrinos  (UF3) Underground,1161
1162,0.4677,0.0888,SNOWMASS21-NF0_NF0-CF1_CF2_Rott-190,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0-CF1_CF2_Rott-190.pdf,Snowmass2021 - Letter of Interest Letter of Interest on Dark Matter Physics with the IceCube Neutrino Observatory Topical Groups: (check all that apply /)  (NF1) Neutrino oscillations  (NF2) Sterile neutrinos  (NF3) Beyond the Standard Model  (NF4) Neutrinos from natural sources  (NF5) Neutrino properties  (NF6) Neutrino cross sections  (NF7) Applications  (NF8) Theory of neutrino physics  (NF9) Artificial neutrino sources  (NF10) Neutrino detectors  (CF1) Dark Matter: Particle-like  (CF2) Dark Matter: Wave-like Contact Information: Carsten Rott (Sungkyunkwan University) [rott@skku.edu] Carlos A. Argüelles (Harvard University) [carguelles@fas.harvard.edu] Authors: IceCube1 and IceCube-Gen22 collaborations. Abstract:,1162
1163,0.2742,0.1868,SNOWMASS21-NF0_NF0-EF0_EF0_Karwin-151,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0-EF0_EF0_Karwin-151.pdf,"Snowmass2021 - Letter of Interest Detecting Cosmic Neutrino Counterparts with Next-Generation Gamma-Ray Telescopes Thematic Areas:  (CF1) Dark Matter: Particle Like  (CF2) Dark Matter: Wavelike  (CF3) Dark Matter: Cosmic Probes  (CF4) Dark Energy and Cosmic Acceleration: The Modern Universe  (CF5) Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before  (CF6) Dark Energy and Cosmic Acceleration: Complementarity of Probes and New Facilities  (CF7) Cosmic Probes of Fundamental Physics  (Other) [Please specify frontier/topical group] Contact Information: Chris Karwin (Clemson University) [ckarwin@clemson.edu] Authors: Marco Ajello (Clemson), Regina Caputo (NASA/GSFC), Carolyn Kierans (NASA/GSFC/NPP), Tonia Ven- ters (NASA/GSFC),",1163
1164,0.1494,0.2565,SNOWMASS21-NF0_NF0-RF0_RF0-CF0_CF0-TF0_TF0-AF0_AF0-IF0_IF0-CompF0_CompF0-UF0_UF0-CommF0_CommF0-135,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0-RF0_RF0-CF0_CF0-TF0_TF0-AF0_AF0-IF0_IF0-CompF0_CompF0-UF0_UF0-CommF0_CommF0-135.pdf,"Snowmass2021 - Letter of Interest LOI: Neutrino Town Hall Input NF Topical Groups:  (NF1) Neutrino oscillations  (NF2) Sterile neutrinos  (NF3) Beyond the Standard Model  (NF4) Neutrinos from natural sources  (NF5) Neutrino properties  (NF6) Neutrino cross sections  (NF7) Applications  (TF11) Theory of neutrino physics  (NF9) Artificial neutrino sources  (NF10) Neutrino detectors  (Other) Cosmic Frontier, Instrumentation Frontier, Underground Facilities Frontier, Computing Frontier, Community Engagement Frontier Authors: P. Huber, K. Scholberg, E. Worcester Abstract: This is a brief summary of several points made at the Neutrino Town Hall Meeting on July 17,",1164
1165,0.1906,0.2426,SNOWMASS21-NF0_NF0-RF4_RF0-CF1_CF0_HyperK-187,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0-RF4_RF0-CF1_CF0_HyperK-187.pdf,Snowmass 2021 - Letter of Interest The Hyper-Kamiokande Experiment NF Topical Groups: (check all that apply /)  (NF1) Neutrino oscillations  (NF2) Sterile neutrinos  (NF3) Beyond the Standard Model  (NF4) Neutrinos from natural sources  (NF5) Neutrino properties  (NF6) Neutrino cross sections  (NF7) Applications  (NF8) Theory of neutrino physics  (NF9) Artificial neutrino sources  (NF10) Neutrino detectors  (CF1) Dark Matter: Particle-like  (RF4) Baryon and Lepton Number Violating Processes  (Other) [Please specify frontier/topical group(s)] Contact Information: Name (Institution) [email]: Francesca Di Lodovico (King’s Coll. London) Name (Institution) [email]: Masato Shiozawa (Institute,1165
1166,0.2491,0.2305,SNOWMASS21-NF0_NF0_Nick_Solomey-009,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0_Nick_Solomey-009.pdf,"The Science and Technical Developments of a Neutrino Detector Spacecraft Nick Solomey, Wichita State University The idea of new Science of interest to NASA and DOE elementary particle physics that could be done with a neutrino detector spacecraft was introduced by Nick Solomey in 2015 with various publications and presentations behind the idea in 2016-2019 [1-3]. These ideas are summarized here in this short write-up for the Snowmass 2020 review of particle physics. The detection of solar neutrinos from the Sun here on Earth are limited by our distance from the source, modifications by neutrino oscillations and nuclear matter effect",1166
1167,0.2442,0.2257,SNOWMASS21-NF0_NF0_Nick_Solomey-012,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF0_NF0_Nick_Solomey-012.pdf,"The Science and Technical Developments of a Neutrino Detector Spacecraft Nick Solomey, Wichita State University Nick.solomey@wichita.edu The idea of new Science of interest to NASA and DOE elementary particle physics that could be done with a neutrino detector spacecraft was introduced by Nick Solomey in 2015 with various publications and presentations behind the idea in 2016-2019 [1-3]. These ideas are summarized here in this short write-up for the Snowmass 2020 review of particle physics. The detection of solar neutrinos from the Sun here on Earth are limited by our distance from the source, modifications by neutrino oscillations and nuclear matter",1167
1168,0.199,0.215,SNOWMASS21-NF10_NF0-CF0_CF7_Kowalski-101,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF10_NF0-CF0_CF7_Kowalski-101.pdf,"Snowmass2021 - Letter of Interest IceCube-Gen2: The Window to the Extreme Universe Thematic Areas:  (NF1) Neutrino oscillations  (NF2) Sterile neutrinos  (NF3) Beyond the Standard Model  (NF4) Neutrinos from natural sources  (NF5) Neutrino properties  (NF6) Neutrino cross sections  (NF08/TF11) Theory of neutrino physics  (NF10) Neutrino detectors  (CF7) Cosmic Probes of Fundamental Physics Contact Information: Albrecht Karle (Univ. of Wisconsin-Madison) karle@icecube.wisc.edu Marek Kowalski (DESY) marek.kowalski@desy.de Authors: IceCube-Gen2 Collaboration Abstract: The discovery of cosmic neutrinos, announced by IceCube in 2013, has opened a new window to the high energy Universe. The observations made to",1168
1169,0.146,0.016,SNOWMASS21-NF10_NF0-CF1_CF0-IF1_IF0_Marco_Vignati-061,NF,http://faculty.washington.edu/gwatts/snowmass-loi/NF/SNOWMASS21-NF10_NF0-CF1_CF0-IF1_IF0_Marco_Vignati-061.pdf,"Snowmass2021 - Letter of Interest BULLKID: Low-threshold Kinetic Inductance Detectors for neutrino and dark matter searches NF Topical Groups: (NF10) Neutrino detectors (Other) (CF1) Dark Matter: Particle Like Contact Information: Angelo Cruciani (INFN Sezione di Roma) [angelo.cruciani@roma1.infn.it] and Marco Vignati (Sapienza Università and INFN Sezione di Roma) [marco.vignati@roma1.infn.it] Authors: M. Calvo1 , L. Cardani2 , N. Casali2 , I. Colantoni2,3 , A. Cruciani2 , S. Di Domizio4,2 , J. Goupy1 , V. Guidi5 , H. Le Sueur6 , S. Manthey Corchado7 , M. Martinez8 , A. Mazzolari2 , A. Monfardini1 , V. Pettinacci2 , G. Pettinari3 , M. Vignati7,2 and",1169
